PublicationID	PublicationYear
28690169	2017
35495635	2022
35327625	2022
36175369	2023
35474264	2022
IND606297494	2019
30364164	2018
35268608	2022
34253804	2021
34349966	2021
33133289	2020
IND606336507	2019
34123109	2020
29673520	2018
38474550	2024
36762904	2023
35694511	2022
38375901	2024
31954794	2020
38179545	2024
35480822	2021
36406544	2022
39009378	2024
28263598	2017
36249403	2022
29908138	2018
36338806	2022
38660611	2024
33134711	2020
32724104	2020
35238177	2022
35693552	2022
31429277	2019
36608260	2023
34361086	2021
36143474	2022
37143824	2023
PPR434740	2021
36853940	2023
36988562	2023
36901918	2023
37788980	2023
36133854	2020
32967212	2020
39091937	2024
38281682	2024
31445175	2020
33448105	2021
36134887	2022
37315694	2023
34685360	2021
30860521	2019
35535953	2022
30912486	2018
30898045	2020
35665969	2022
34835710	2021
37179650	2023
35446849	2022
35047889	2020
29407954	2018
36496072	2023
35807292	2022
33868188	2021
32124607	2020
37240267	2023
38507691	2024
35503211	2022
37399373	2023
39661666	2024
39850509	2024
33245994	2021
38600130	2024
30394179	2019
29852073	2018
39700339	2025
30484077	2019
33968903	2021
35310504	2022
28090612	2017
37096195	2023
32998442	2020
37947391	2023
30811203	2019
28870752	2018
35327566	2022
40005213	2025
33659550	2020
34166457	2021
34050239	2021
33629943	2021
34742404	2022
36322414	2022
27567993	2016
35233052	2022
31891593	2019
32696372	2020
35745980	2022
32905393	2020
37006760	2023
29975948	2018
32266333	2020
39788953	2025
33778302	2021
33640453	2021
33725413	2021
33520941	2020
28460975	2016
33595296	2021
35090199	2022
39587067	2024
39234852	2024
39568933	2024
29513159	2019
33583181	2021
34829762	2021
31502419	2019
31366171	2019
30384997	2018
38128482	2023
34944446	2021
36358146	2022
35685783	2022
33531475	2021
30412380	2018
30261641	2018
31728006	2019
34366717	2021
34298018	2021
31947859	2020
35373146	2022
32850115	2020
38618249	2024
34683919	2021
31991555	2020
34414164	2021
PPR151332	2020
29926719	2018
37820376	2023
28441541	2017
39436658	2024
31656925	2019
36575800	2023
36297986	2022
IND605574110	2016
30384756	2018
39922899	2025
36529287	2023
36769193	2023
36591199	2022
29342978	2018
39339470	2024
34203496	2021
34211721	2021
38559723	2024
26794349	2016
36314419	2023
28380300	2017
26552820	2016
32574558	2020
37449027	2023
PPR934242	2024
37516933	2023
26342646	2016
37904770	2021
34729412	2021
27744056	2017
35921001	2022
33713599	2021
37223749	2023
30095921	2019
34163603	2020
31882871	2019
30056708	2018
32526899	2020
33050145	2020
39996969	2025
26794023	2016
31816894	2019
29114572	2017
35347133	2022
39993834	2025
37948471	2023
35455421	2022
32435373	2020
29933693	2018
30228070	2018
PMC10671244	2023
34235492	2021
32708696	2020
39113903	2024
25522280	2015
33256144	2020
39355333	2024
34298132	2021
36835362	2023
37736627	2023
31953329	2020
32501718	2020
34948068	2021
35269936	2022
26608224	2015
36040263	2022
34060851	2021
28116375	2017
35745206	2022
26802251	2016
30721249	2019
33673017	2021
32508094	2020
32043821	2020
35727840	2022
29620867	2018
35014867	2022
35562892	2022
29877629	2018
28502894	2017
36315402	2022
28618113	2017
33995310	2021
31055760	2019
37039649	2023
29857520	2018
37816714	2023
28847605	2018
30693171	2019
33945229	2021
28464730	2018
29268015	2018
33921495	2021
38696337	2024
31803142	2019
28389333	2017
35458385	2022
32185162	2020
32154391	2020
35185832	2021
33397107	2021
36505027	2022
36504745	2022
32520574	2020
30023594	2017
39669175	2025
32679647	2020
35814930	2022
30960066	2019
36615592	2023
32587267	2020
28345107	2017
25816984	2015
31555042	2019
39898547	2025
28771344	2017
28130905	2017
31109990	2019
30531945	2018
37721995	2023
31762096	2020
37350814	2023
27423194	2016
36855576	2022
36257405	2022
38033730	2023
36430492	2022
31281949	2019
31163649	2019
36180485	2022
PMC11240957	2024
35675480	2022
31943402	2020
37772108	2023
26477875	2016
37957287	2023
37736644	2023
33659544	2020
29922482	2018
33314922	2021
35187312	2022
30306404	2018
27681500	2016
32429317	2020
36005525	2022
39627324	2024
35515882	2022
33131000	2020
31663056	2019
31443488	2019
28624351	2017
33015393	2020
32733400	2020
26854955	2016
28112300	2017
32636304	2020
35629349	2022
32477312	2020
29077030	2017
35017488	2022
33193240	2020
31906409	2020
35976880	2022
31365234	2019
30314482	2018
28614751	2017
33923909	2021
28276274	2018
31277353	2019
32929349	2020
32905276	2020
36445153	2022
33013149	2019
30871031	2019
37837940	2023
39543176	2024
29456792	2018
32046075	2020
32867146	2020
28118016	2017
36472898	2022
31349712	2019
32353945	2020
32799410	2021
32722584	2020
31802112	2019
37636929	2023
34058051	2021
28558964	2017
35201658	2022
34323495	2021
35977663	2022
28375612	2017
37389250	2023
33867799	2020
34799678	2021
38018500	2023
36364261	2022
36987873	2023
24623396	2014
36335111	2022
30965821	2017
31545044	2019
33548225	2021
36296447	2022
30946397	2019
26142245	2015
36306436	2022
34069827	2021
26210583	2015
34780538	2021
30478171	2019
32151725	2020
39143121	2024
33255674	2020
27094449	2016
33139812	2020
27353011	2017
34447941	2021
38339217	2024
31372315	2019
28862668	2017
30943193	2019
34319696	2021
35164566	2021
26001280	2015
33054833	2020
31481705	2019
33488828	2021
31619552	2019
30681857	2019
35743905	2022
34726163	2021
35028562	2021
34716632	2022
26074630	2015
26297827	2015
34778653	2021
38352678	2024
31435444	2019
34040721	2019
39771523	2024
34664307	2022
36866263	2023
30658055	2019
38345747	2024
36140941	2022
29228779	2018
35216300	2022
33334883	2021
31972156	2020
35895999	2022
35481036	2021
35393415	2022
27614702	2016
33922228	2021
35892342	2022
27542458	2017
36002443	2022
29892507	2018
27794621	2016
34824301	2021
30854221	2019
25325962	2015
28620169	2017
35868012	2022
25311659	2015
37453059	2023
36069714	2022
29220372	2017
19582227	2009
24652629	2014
35655557	2022
31588734	2019
35456594	2022
28362093	2017
37242550	2023
24016043	2013
33937327	2021
27497639	2016
26600070	2015
37445788	2023
33716552	2021
30678122	2019
28300189	2017
35514501	2019
30970637	2019
37337436	2023
36741518	2023
29298351	2018
31923382	2020
23841823	2013
38510974	2024
26872053	2016
31975999	2019
32719004	2020
32841567	2020
33448791	2021
35739192	2022
35102616	2022
32248683	2020
39817906	2025
36686674	2022
33744314	2021
32661075	2020
23904329	2013
38098612	2022
31303905	2019
30544943	2018
30966019	2017
28727856	2017
31991290	2020
36330076	2022
31459043	2018
29552646	2017
33840982	2021
28160313	2017
29675184	2018
37460620	2023
31562564	2020
36266335	2022
37527042	2023
37394001	2023
33430090	2021
37761154	2023
28786767	2017
36130267	2022
36271018	2022
30183265	2018
37110681	2023
31646253	2019
35974751	2022
39360622	2024
30212471	2018
34885979	2021
26899418	2016
31459792	2019
32422877	2020
27438678	2016
39582278	2025
34641613	2021
33984234	2021
33806467	2021
27608003	2016
33816905	2020
PPR266514	2021
33051202	2020
33402676	2021
29133527	2018
26488446	2015
33288758	2020
33855718	2021
19582223	2009
36555599	2022
33917246	2021
36979476	2023
26812116	2016
33824212	2021
33792309	2021
26245717	2015
28102286	2017
36139014	2022
37047038	2023
25959568	2015
35229716	2022
30609994	2019
39548104	2024
31191887	2019
37002212	2023
31662475	2019
31457827	2017
33742055	2021
23871066	2013
33777416	2021
36555153	2022
27897272	2016
31321326	2019
31072245	2019
31601738	2019
39092123	2024
31660087	2019
26456046	2016
36370848	2022
32139799	2020
30718376	2019
33097546	2020
31324836	2019
28975383	2018
36514353	2022
34235477	2020
31358613	2019
29503769	2018
25913293	2015
28059445	2017
38476284	2024
30744004	2019
33897974	2021
33802084	2021
PPR205934	2020
28972167	2017
32983268	2020
34326250	2021
29565576	2018
25927902	2015
35359617	2019
37712018	2023
36144648	2022
25373409	2015
35164268	2022
30731240	2019
36480745	2022
36086898	2023
36117290	2022
38201237	2023
30084398	2018
34850113	2021
29201357	2017
32796911	2020
22306472	2012
29634775	2018
31995709	2020
30911678	2019
37107190	2023
34824995	2021
31335890	2019
38665669	2024
33919170	2021
32286829	2020
24846443	2014
35604033	2022
29890118	2018
29334217	2018
36607895	2023
30753183	2019
33317068	2020
33681810	2020
29923040	2018
34260233	2021
26821017	2016
32929339	2020
25858879	2015
23792704	2013
33406227	2021
35254827	2022
39321303	2024
32859024	2020
32019134	2020
31497471	2019
25141914	2014
30323066	2018
31528942	2019
35566226	2022
34988297	2022
25922234	2015
37720100	2023
29469144	2018
30315217	2018
35539684	2018
36274790	2022
PPR428764	2021
25705984	2015
32232414	2020
25448717	2014
32751141	2020
31460450	2019
25110897	2014
35459935	2022
31459030	2018
26030092	2015
32187371	2020
34651355	2021
30177872	2018
38828773	2024
36530532	2022
32510933	2020
31581050	2019
33333976	2020
39381133	2024
33669465	2021
PMC11101487	2024
33784402	2021
35378128	2022
35769329	2022
28358124	2017
25541747	2015
32750125	2021
29090277	2017
35227289	2022
22033106	2011
25550724	2014
29449376	2018
31358826	2019
39231922	2024
36950761	2023
36777612	2023
34149296	2021
35415373	2022
37671393	2023
36416262	2022
28974575	2017
27402847	2016
34414355	2018
33327371	2020
30478403	2018
36675044	2023
23798790	2012
37909050	2023
31611852	2019
38711119	2024
25423477	2014
32743218	2020
32748907	2020
34377391	2021
32391006	2020
25256478	2014
29283194	2018
30963760	2019
30420764	2018
35564032	2022
33199204	2021
36432720	2022
25585967	2015
26962873	2016
33467625	2021
33144560	2020
32207970	2020
26396194	2015
32970113	2020
28813004	2017
32695933	2020
21845101	2011
27874231	2017
31642493	2019
23535583	2013
32776134	2020
36114230	2022
28754988	2017
36982244	2023
36261000	2022
32230853	2020
24140007	2014
35254095	2022
28685898	2017
32133417	2020
35981056	2022
37921493	2023
34123483	2020
20725755	2010
25353308	2015
35087258	2022
22842046	2012
31867492	2019
32755567	2020
35407332	2022
28274247	2017
31661278	2019
26616259	2016
37241779	2023
31309207	2019
34326456	2021
30746110	2019
29619182	2017
22655030	2012
23519527	2013
24992597	2014
23772395	2013
31370315	2019
29670065	2018
22676044	2012
25194416	2014
30054521	2018
30814734	2019
36400835	2022
PPR201581	2020
31459298	2018
20973022	2010
30672125	2019
27887623	2016
35126989	2022
37289499	2023
559091	2011
32298508	2020
36222310	2022
34380736	2021
30224752	2018
29318099	2018
25670998	2015
34575413	2021
28278223	2017
34422817	2021
31244944	2019
35539298	2018
24302742	2014
23728779	2013
30950171	2019
31141217	2019
30026702	2018
34809457	2021
33335217	2020
23280448	2013
36001965	2022
34976355	2021
28835636	2017
31731484	2019
34255029	2021
29382172	2018
32921904	2019
36755713	2023
37271339	2023
23467080	2013
33458611	2021
30834319	2019
22029261	2011
32605297	2020
29298900	2018
23577599	2013
32626857	2020
25338508	2014
39926227	2025
22807120	2012
34468051	2021
23506559	2013
38625937	2024
27124620	2016
29558110	2018
31912160	2020
26645482	2016
31374940	2019
23755822	2013
31836667	2020
28592490	2017
31680778	2019
31683947	2019
26390127	2015
32245108	2020
34163679	2021
29985410	2018
34500770	2021
28935764	2017
31048377	2019
35425434	2022
26437402	2015
31979376	2020
36194567	2022
38997284	2024
29723982	2018
32197300	2020
29772824	2018
31678591	2020
23994287	2014
38329114	2024
25777967	2015
39415690	2024
22475172	2012
23744511	2013
31801825	2020
26162682	2015
24281844	2014
22490336	2012
35769933	2022
26670009	2015
28398500	2017
27796417	2017
26978267	2016
24637728	2014
34504006	2021
26025072	2015
32579945	2020
28450045	2017
37092319	2023
28386587	2017
27442012	2016
24771713	2014
25921828	2015
36396937	2022
29437628	2018
PPR261313	2021
30814507	2019
28232747	2017
25957408	2015
34738012	2021
28644006	2017
29938030	2018
30023840	2018
26997208	2016
22642495	2012
PPR506063	2022
23442960	2013
29513991	2018
30108839	2017
29273709	2017
30103926	2018
29632820	2018
21964501	2012
31807700	2019
22038802	2011
29618510	2018
34101805	2021
23159005	2013
32369344	2020
25053418	2014
24371720	2013
28145454	2017
33037548	2021
28128940	2017
21807631	2011
34094355	2020
31822559	2020
32661079	2020
32305436	2020
40060197	2025
31488907	2019
34389843	2021
33006893	2020
32751671	2020
28591844	2017
19530651	2009
31266820	2019
24893715	2014
24821300	2014
32775897	2020
24359756	2013
39434968	2024
26493546	2015
35615020	2022
27738107	2016
32989298	2020
29540481	2018
37242249	2023
24788663	2014
34990071	2022
32349480	2020
32636271	2020
547882	2011
25075858	2014
24390461	2014
30588791	2019
37863263	2023
34112772	2021
28001042	2017
30394624	2019
33936318	2021
29218632	2018
31413267	2019
29541360	2018
29694679	2018
27870861	2016
22120738	2011
29888227	2018
25274629	2014
23239876	2013
17920027	2008
34966779	2021
29861895	2015
24218290	2014
37108613	2023
23350874	2013
30809298	2019
26546516	2015
25084329	2014
33636169	2021
21761844	2011
35253390	2022
21999929	2011
25875357	2015
28811554	2017
31186316	2019
36223525	2022
25831964	2015
33057503	2020
27458657	2016
36505784	2022
30194229	2018
32510934	2020
30514767	2018
24952944	2014
34246654	2021
31737833	2019
22766014	2012
32218192	2020
30401805	2018
30858174	2019
32589355	2021
32268602	2020
37602861	2023
24831962	2014
30808708	2019
21511000	2011
28781232	2017
29146598	2018
27128682	2016
31603667	2019
25674394	2013
32258893	2020
29048353	2017
34163788	2020
34443404	2021
30652474	2019
37858538	2023
38650207	2021
28593140	2017
30356365	2018
22015398	2012
32184322	2020
31457945	2018
25970557	2015
33488826	2021
27752134	2016
28182405	2017
21963467	2011
22936799	2012
36465086	2022
21405077	2011
34632780	2021
29855525	2018
30737440	2019
26370075	2015
23469156	2013
28217261	2017
21153312	2011
27633501	2016
28361875	2017
20399079	2010
38261767	2024
27762346	2016
37261897	2023
21360412	2011
21244098	2011
23926106	2013
35911460	2022
32836316	2020
29691664	2018
23951159	2013
32825311	2020
28031456	2017
27432752	2016
37322239	2023
21157513	2010
26505788	2015
30068923	2018
23104813	2013
30022094	2018
24520380	2014
37638032	2023
31438605	2019
21620859	2011
22035059	2011
26892637	2016
26627827	2016
29452637	2018
29096045	2018
31265285	2019
29806006	2018
33233356	2020
30079212	2018
21964396	2012
29953213	2018
31782893	2020
20705582	2010
24970196	2013
33920991	2021
31342001	2019
20943306	2010
28748111	2017
28195371	2017
PMC10680341	2023
20923645	2010
36351288	2022
18627619	2008
32635537	2020
32170319	2020
25675958	2015
18228446	2004
18588888	2008
38437627	2024
28294185	2017
21254439	2011
37337575	2023
22392968	2012
26400082	2015
22053821	2012
26633348	2015
29744232	2018
28842631	2017
20666526	2010
28813018	2017
26598654	2015
27055097	2016
34904931	2021
24838611	2014
26635113	2015
25383113	2014
17892308	2007
25970849	2015
25477511	2015
18220363	2008
19439402	2009
28430432	2017
21273024	2011
28026167	2017
33906641	2021
26984748	2016
20218569	2010
23209484	2012
16522360	2006
27001464	2016
36768936	2023
26917722	2016
38546708	2024
32913218	2020
34269483	2021
25224745	2014
30087915	2018
20804173	2010
36916835	2023
25288638	2014
20307626	2010
26362239	2015
27827410	2016
35166828	2022
25618148	2015
33188023	2020
29079481	2017
30110338	2018
24019239	2013
35120558	2022
38033728	2023
22913742	2012
29602904	2018
32717920	2020
27539847	2016
31927483	2020
30648148	2018
32737471	2020
29075633	2017
34608321	2021
23840930	2013
25477226	2015
31223222	2018
37604815	2023
27609514	2016
19915317	2009
24338687	2014
28648046	2017
33670077	2021
33450019	2021
18359289	2008
24730652	2014
30344903	2018
31088924	2019
19421980	2009
29372182	2018
38933406	2022
25839233	2015
31329947	2019
25084534	2014
35008553	2021
31731731	2019
30602609	2019
35889725	2022
29186539	2018
24115156	2013
21697086	2011
26903980	2016
31822735	2019
27332119	2016
29262655	2017
30084077	2018
34819223	2021
32975874	2020
22022488	2011
34929193	2022
36797229	2023
32082172	2019
30320553	2018
28250025	2017
15939991	2005
25492858	2015
20665473	2011
34084367	2019
28493689	2017
23620735	2013
34878830	2021
PPR156135	2020
35011348	2021
24451248	2014
18027923	2008
34155202	2021
28104802	2017
23661323	2013
29512300	2018
35577776	2022
37015934	2023
20143369	2010
29270990	2018
28784659	2017
26203186	2015
20655848	2010
22684054	2012
21067191	2010
30783504	2019
24863561	2014
28066356	2016
24498434	2014
18947254	2008
32006251	2020
32742297	2020
26324190	2015
33436600	2021
33158861	2020
25677305	2015
29339556	2018
15767250	2005
21290534	2011
22976176	2012
27291650	2016
28955841	2016
24456893	2014
25121592	2014
27983819	2017
24832102	2014
29088805	2017
25247695	2014
19378190	2009
34181945	2021
22046291	2011
33504944	2021
31990523	2020
32065231	2020
16686525	2006
19427732	2009
28287509	2017
32651231	2020
19189101	2009
23747362	2014
35542170	2018
22666416	2012
21998303	2011
27627661	2016
18310252	2008
34613769	2021
32328498	2020
27195826	2016
23185644	2012
35007061	2022
25855788	2015
33546457	2021
39734545	2024
33367116	2021
19808667	2009
27599357	2017
32021177	2020
34163919	2020
21973308	2011
30970728	2017
25956852	2015
14640663	2003
28127814	2017
22773848	2012
21813652	2011
17113856	2006
16290081	2005
24947426	2014
30111239	2018
31367507	2019
35198076	2022
18488985	2008
24270856	2014
32199982	2020
PPR106308	2019
32963242	2020
29805180	2018
28055190	2017
18397325	2008
30229798	2018
28521053	2017
29311602	2018
29638214	2018
25787838	2015
25123642	2014
17318528	2007
22058128	2012
15705575	2005
23018617	2012
17673326	2007
18806257	2008
31134302	2019
21097616	2011
22634844	2012
14515165	2003
25512488	2014
24737322	2014
34257893	2021
32709983	2020
31457209	2017
17618628	2007
30770405	2019
26543437	2015
23234607	2013
27989130	2017
24083377	2013
28019676	2017
18834656	2008
21796249	2011
22447935	2012
33723378	2021
31079026	2019
30090571	2018
31262091	2019
27284046	2016
21193406	2011
23906386	2013
18938130	2008
23786449	2013
25423293	2014
28631009	2017
31134895	2019
28096518	2017
22887965	2012
16771345	2006
12848524	2003
38444308	2024
28139700	2017
36714997	2023
18806260	2008
32147901	2020
35599106	2023
29675239	2018
26762975	2016
18299972	2008
24617591	2014
27028639	2016
34109025	2020
24289409	2013
32769189	2020
16243776	2005
17371440	2007
29056462	2017
17729273	2008
15449730	2004
27226597	2016
33392951	2021
25752492	2015
22262846	2012
24970887	2014
17388496	2007
34510895	2021
30804351	2019
32963221	2020
26001785	2015
22811067	2012
34964287	2021
24594357	2014
22605337	2012
35799814	2022
33751881	2021
22784828	2012
PMC7149140	2006
33989344	2021
35547754	2022
25568210	2015
31458993	2018
33148639	2020
30242155	2018
15929788	2005
18621915	2008
35946411	2022
27503647	2016
21526769	2011
21690357	2011
17784743	2007
29507234	2018
21631959	2011
30194297	2018
34076426	2021
22842457	2012
27294543	2016
37833261	2023
23894663	2013
18332135	2008
24550730	2014
17847705	2007
25267673	2014
PMC5510172	2009
34163874	2020
26635775	2015
14695267	2004
21565704	2011
23385462	2013
26582818	2015
17571857	2007
20690669	2010
32821832	2020
24114183	2014
18279654	2008
29161511	2018
24108659	2013
29083159	2017
35013982	2022
22916242	2012
29930942	2018
29607555	2018
29728878	2018
19504531	2009
28509993	2009
28435522	2017
26822115	2016
24424575	2014
20949223	2010
25918389	2015
31442033	2019
20939532	2010
23127491	2012
32374860	2020
18695243	2008
25787074	2015
37348157	2023
31976678	2020
23063789	2012
24394409	2014
30253095	2018
16920828	2006
31112196	2019
22517616	2012
33780044	2021
17580962	2007
28426740	2017
PPR690786	2023
29615700	2018
22811387	2012
23297211	2013
20166740	2010
25995247	2015
35948766	2022
22179820	2012
24560459	2014
21328631	2011
20111687	2009
23526972	2013
18227432	2008
20038580	2010
32266673	2020
17176096	2006
20527745	2010
16246484	2006
22187139	2012
16316204	2005
22549881	2012
27223324	2016
16862458	2006
22474324	2012
25160624	2014
34218390	2021
24362702	2014
17150896	2006
26598367	2015
25484072	2015
32110322	2019
21113330	2011
23025283	2012
22500022	2012
28923929	2017
26378798	2015
22451925	2012
25888318	2015
12220183	2002
19959468	2010
22394513	2012
24156610	2013
29312414	2017
33883894	2021
27764152	2016
24207125	2013
24278408	2013
28336870	2017
17618910	2007
24391770	2013
36646759	2023
22245800	2012
25629974	2015
26299766	2015
36717078	2023
34199318	2021
16620798	2006
19240028	2009
16563025	2006
31235769	2019
28297649	2017
25657007	2015
28597296	2017
19719244	2009
17256854	2007
29411974	2018
24972000	2014
23404500	2013
28775145	2017
30957848	2019
25157080	2014
20725616	2010
22234498	2012
32658342	2020
24599514	2014
21386972	2011
28490749	2017
34206444	2021
29745386	2018
35922511	2022
22736005	2012
26829485	2016
22977236	2012
24469595	2014
19489548	2009
25493428	2014
26712722	2015
21067811	2011
17040909	2006
28615457	2017
29658275	2018
29681468	2018
19693784	2009
23653209	2013
22334306	2012
34614185	2021
25602700	2015
32295925	2020
33194688	2020
33182483	2020
31614070	2020
31105205	2019
17125386	2006
22908171	2012
30860805	2019
23621758	2013
18359863	2008
21112283	2010
33328693	2020
20028974	2010
17671974	2007
28455498	2017
16109425	2005
15654760	2005
23993915	2014
25343306	2014
19450485	2009
23896298	2013
16315221	2006
18468676	2008
31694323	2019
21641310	2011
18292755	2008
28287405	2017
20823551	2010
35082292	2022
21084309	2011
33844515	2021
16511032	2005
29533064	2018
25288796	2014
23654303	2013
21362626	2011
21766385	2011
35529134	2019
35547916	2018
21574652	2011
32644996	2020
21790183	2011
20639195	2010
29903914	2018
36333310	2022
36450254	2022
17150712	2005
PPR372615	2021
19756397	2010
10978166	2000
36302771	2022
28213514	2017
19011086	2008
27225419	2016
31434309	2019
28399632	2017
27191057	2016
27827447	2016
23213201	2012
15833338	2005
30726710	2019
30117736	2018
15519307	2004
18037921	2008
22518098	2012
22137933	2012
27193484	2016
33734681	2021
23316052	2013
28139759	2017
25658430	2015
22577139	2012
35540221	2019
23826277	2013
21642972	2011
19808664	2009
10763809	1999
25379288	2012
32776146	2020
9521674	1998
28009512	2017
26124881	2015
23008349	2013
20689873	2011
33311468	2020
31919416	2020
